ACARA School ID,School Name,Suburb,PostCode
40000,Corpus Christi Catholic School,BELLERIVE,7018
40003,Holy Rosary Catholic School,CLAREMONT,7011
40006,Larmenier Catholic School,ST LEONARDS,7250
40008,St James' Catholic College,CYGNET,7112
40009,Our Lady of Lourdes Catholic School,DEVONPORT,7310
40011,Sacred Heart Catholic School,ULVERSTONE,7315
40012,Sacred Heart Catholic School,GEEVESTON,7116
40014,St Anthony's Catholic School,RIVERSIDE,7250
40015,St Peter Chanel Catholic School,SMITHTON,7330
40017,St Brigid's Catholic School,WYNYARD,7325
40020,St Joseph's Catholic School,ROSEBERY,7470
40023,St Patrick's Catholic School,LATROBE,7307
40026,Star of the Sea Catholic College,GEORGE TOWN,7253
40028,The Friends School,NORTH HOBART,7000
40029,The Hutchins School,SANDY BAY,7005
40031,Launceston Christian School,LAUNCESTON,7250
40032,Leighland Christian School,ULVERSTONE,7315
40035,St Michael's Collegiate School,HOBART,7000
40036,Scotch Oakburn College,NEWSTEAD,7250
40038,The Launceston Preparatory School,LAUNCESTON,7250
40042,St Paul's Catholic School,BRIDGEWATER,7030
40045,Brooks High School,ROCHERLEA,7248
40048,Ravenswood Heights Primary School,RAVENSWOOD,7250
40051,Reece High School,DEVONPORT,7310
40053,Wynyard High School,WYNYARD,7325
40054,Cosgrove High School,GLENORCHY,7010
40057,Geeveston Primary School,GEEVESTON,7116
40058,Huonville High School,HUONVILLE,7109
40060,Bothwell District High School,BOTHWELL,7030
40061,Deloraine High School,DELORAINE,7304
40063,New Norfolk High School,NEW NORFOLK,7140
40066,Rosebery District High School,ROSEBERY,7470
40069,Triabunna District School,TRIABUNNA,7190
40072,Cressy District High School,CRESSY,7302
40074,Exeter High School,EXETER,7275
40075,King Island District High School,CURRIE,7256
40077,Kings Meadows High School,KINGS MEADOWS,7249
40078,Ogilvie High School,NEW TOWN,7008
40080,Prospect High School,PROSPECT,7250
40081,Riverside High School,RIVERSIDE,7250
40083,Sorell School,SORELL,7172
40086,Winnaleah District High School,WINNALEAH,7265
40092,Invermay Primary School,INVERMAY,7248
40097,Queechy High School,NORWOOD,7250
40098,Devonport High School,DEVONPORT,7310
40100,Albuera Street Primary School,BATTERY POINT,7004
40101,Campbell Street Primary School,NORTH HOBART,7000
40103,Lansdowne Crescent Primary School,WEST HOBART,7000
40106,Princes Street Primary School,SANDY BAY,7005
40109,Mount Nelson Primary School,MOUNT NELSON,7007
40112,New Town Primary School,NEW TOWN,7008
40114,Goodwood Primary School,MOONAH,7009
40115,Moonah Primary School,DERWENT PARK,7009
40119,Rosetta Primary School,ROSETTA,7010
40123,Collinsvale Primary School,COLLINSVALE,7012
40125,Lindisfarne North Primary School,LINDISFARNE,7015
40126,Lindisfarne Primary School,LINDISFARNE,7015
40128,Bellerive Primary School,BELLERIVE,7018
40131,Montagu Bay Primary School,MONTAGU BAY,7018
40134,Rokeby Primary School,ROKEBY,7019
40137,Richmond Primary School,RICHMOND,7025
40140,Huonville Primary School,HUONVILLE,7109
40142,Franklin Primary School,FRANKLIN,7113
40143,Kingston Primary School,KINGSTON,7050
40145,Margate Primary School,MARGATE,7054
40146,Snug Primary School,SNUG,7054
40148,Cambridge Primary School,CAMBRIDGE,7170
40151,Avoca Primary School,AVOCA,7213
40154,East Launceston Primary School,EAST LAUNCESTON,7250
40157,Punchbowl Primary School,NEWSTEAD,7250
40160,Summerdale Primary School,SUMMERHILL,7250
40162,Waverley Primary School,WAVERLEY,7250
40163,West Launceston Primary School,WEST LAUNCESTON,7250
40165,Port Dalrymple School,GEORGE TOWN,7253
40166,South George Town Primary School,GEORGE TOWN,7253
40168,Ringarooma Primary School,RINGAROOMA,7263
40169,Scottsdale Primary School,SCOTTSDALE,7260
40171,Orford Primary School,ORFORD,7190
40174,Perth Primary School,PERTH,7300
40177,Deloraine Primary School,DELORAINE,7304
40180,Latrobe Primary School,LATROBE,7307
40182,Sheffield School,SHEFFIELD,7306
40183,Latrobe High School,LATROBE,7307
40185,Sassafras Primary School,SASSAFRAS,7307
40188,East Devonport Primary School,EAST DEVONPORT,7310
40189,Forth Primary School,FORTH,7310
40191,Miandetta Primary School,MIANDETTA,7310
40194,Wilmot Primary School,WILMOT,7310
40197,Ulverstone Primary School,ULVERSTONE,7315
40200,Riana Primary School,RIANA,7316
40204,Cooee Primary School,COOEE,7320
40205,Montello Primary School,MONTELLO,7320
40208,Havenview Primary School,HAVENVIEW,7320
40209,Natone Primary School,NATONE,7321
40211,Table Cape Primary School,WYNYARD,7325
40212,Edith Creek Primary School,EDITH CREEK,7330
40214,Redpa Primary School,REDPA,7330
40215,Smithton Primary School,SMITHTON,7330
40220,Brighton Primary School,BRIGHTON,7030
40223,Fairview Primary School,NEW NORFOLK,7140
40226,Westerway Primary School,WESTERWAY,7140
40229,Zeehan Primary School,ZEEHAN,7469
40231,Seabrook Christian School,SOMERSET,7322
40232,MacKillop Catholic College,MORNINGTON,7018
40234,St Finn Barr's Catholic Primary School,INVERMAY,7248
40235,Giant Steps Tasmania,DELORAINE,7304
40237,Mount Carmel College,SANDY BAY,7005
40238,Sacred Heart College,NEW TOWN,7008
40240,Exeter Primary School,EXETER,7275
40243,Beaconsfield Primary School,BEACONSFIELD,7270
40247,Peregrine,NICHOLLS RIVULET,7112
40250,St Brendan-Shaw College,DEVONPORT,7310
40252,Marist Regional College,BURNIE,7320
40253,Ashley School,DELORAINE,7304
40255,Southern Support School,HOWRAH,7018
40258,Herrick Presbyterian Covenant School,HERRICK,7264
40259,Sunrise Christian School,FULLARTON,5063
40261,Ngaanyatjarra Lands School,WARAKURNA,871
40264,Burnie,WIVENHOE,7320
40267,Oakwood Education Trust North-Western Campus,EAST DEVONPORT,7310
40270,Emmanuel Christian School,ROKEBY,7019
40272,Channel Christian School,MARGATE,7054
40273,Hobart Campus,GEILSTON BAY,7015
40275,Saint Mary MacKillop College Albury,JINDERA,2642
40276,St Dominic Savio School,ROCKDALE,2216
40278,St Gregory's Armenian School,ROUSE HILL,2155
40279,Australian Christian College-distance education,RIVERSTONE,2765
40281,St Philomena School,PARK RIDGE,4125
40289,School Of Special Education Needs: Medical And Mental Health,SUBIACO,6008
40295,Wilson Campus,WILSON,6107
40309,Thebarton Senior College,TORRENSVILLE,5031
40314,Kangaroo Island Community Education - Penneshaw Campus,PENNESHAW,5222
40315,Primary School Campus,GOLDEN GROVE,5125
40318,Marion Campus,MARION,5043
40319,O'Connor Cooperative School,O'CONNOR,2602
40321,Hawker College,HAWKER,2614
40322,Narrabundah College,NARRABUNDAH,2604
40326,Lyons Early Childhood School,LYONS,2606
40327,Narrabundah Early Childhood School,NARRABUNDAH,2604
40329,Isabella Plains Early Childhood School,ISABELLA PLAINS,2905
40332,Daramalan College,DICKSON,2602
40337,Darwin High School,THE GARDENS,820
40342,Woolaning School,LITCHFIELD PARK,822
40343,Araluen Christian College,ALICE SPRINGS,870
40345,Holy Spirit Catholic Primary School,WANGURI,810
40346,O'Loughlin Catholic College,KARAMA,812
40348,Sacred Heart Catholic Primary School,PALMERSTON,830
40349,St Francis of Assisi Catholic Primary School,HUMPTY DOO,836
40351,St Joseph's Catholic College,KATHERINE,850
40354,Canberra Grammar School (Northside Infants),CAMPBELL,2612
40357,Sacred Heart College Senior School,SOMERTON PARK,5044
40370,"St Carthage's Primary School, Our Lady of Lourdes campus",LISMORE,2480
40372,St Francis Xavier's College,HAMILTON,2303
40375,St Joseph's Catholic Primary School Como - Oyster Bay,COMO,2226
40378,St Therese's Community Primary School,WILCANNIA,2836
40383,Odyssey House,EAGLEVALE,2558
40384,Coffs Harbour Christian Community School,BONVILLE,2441
40387,Learning Cooperative Ltd,HURSTBRIDGE,3099
40392,Andale School,KEW,3101
40395,Mansfield Autistic Centre,MANSFIELD,3722
40402,Autism Queensland Education and Therapy Centre,SUNNYBANK HILLS,4109
40408,Tangara School for Girls,CHERRYBROOK,2126
40409,Heritage Christian School,PORT MACQUARIE,2444
40412,Catholic College Bendigo - Coolock Campus,BENDIGO,3550
40422,Marden Senior College,MARDEN,5070
40423,Edward John Eyre High School,WHYALLA NORRIE,5608
40427,Williamstown High School,WILLIAMSTOWN,3016
40433,Essendon East Keilor District College Senior Campus,ESSENDON,3040
40437,Moree Secondary College Albert St Campus,MOREE,2400
40441,Sydney Secondary College Blackwattle Bay Campus,GLEBE,2037
40445,Rosny College,ROSNY PARK,7018
40447,North Lake Senior Campus,KARDINYA,6163
40448,Cyril Jackson Senior Campus,BASSENDEAN,6054
40450,Canning College,BENTLEY,6102
40451,All Saints Catholic Senior College,CASULA,2170
40457,Pennington Junior Primary School,PENNINGTON,5013
40487,Port Lincoln Junior Primary School,PORT LINCOLN,5606
40492,Australia Street Infants School,NEWTOWN,2042
40493,Russell Lea Infants School,FIVE DOCK,2046
40496,Northern Beaches Secondary College Freshwater Senior Campus,HARBORD,2096
40512,Fowler Road School,MERRYLANDS,2160
40522,Mount Lewis Infants School,GREENACRE,2190
40525,Bardwell Park Infants School,BARDWELL PARK,2207
40528,Kotara School,KOTARA,2289
40530,Callaghan College Jesmond Campus,JESMOND,2299
40533,Nillo Infants School,LORN,2320
40543,Stanford Merthyr Infants School,STANFORD MERTHYR,2327
40551,Murwillumbah South Infants School,SOUTH MURWILLUMBAH,2484
40552,Penshurst Primary School,PENSHURST,3289
40556,Cabramurra Public School,CABRAMURRA,2630
40562,Mildura Senior College,MILDURA,3500
40573,Goolma Public School,GOOLMA,2852
40584,Myrtleford P-12 College,MYRTLEFORD,3737
40588,Traralgon College,TRARALGON,3844
40589,Lundavra State School,GOONDIWINDI,4390
40592,Perseverance Primary School,FRENCH ISLAND,3921
40596,Kioma State School,KIOMA,4498
40599,Western Australian College Of Agriculture - Narrogin,NARROGIN,6312
40600,Western Australian College Of Agriculture - Denmark,DENMARK,6333
40604,St Lawrence State School,ST LAWRENCE,4707
40611,St Paul's International College,MOSS VALE,2577
40615,St Monica's College,EPPING,3076
40618,All Saints College,MAITLAND,2320
40622,Five Islands Secondary College,PORT KEMBLA,2505
40626,Collingwood English Language School,COLLINGWOOD,3066
40630,Guilford Young College,GLENORCHY,7010
40633,Field of Mars Environmental Education Centre,EAST RYDE,2113
40634,Challis Early Childhood Education Centre,ARMADALE,6112
40636,West Coast Language Development Centre,RIDGEWOOD,6030
40637,Bradfield College,CROWS NEST,2065
40639,Aim Senior Secondary Music College,SURRY HILLS,2010
40644,Blacktown Youth College Incorporated,BIDWILL,2770
40647,Arndell School,NORTH RYDE,2113
40650,Dorchester School,CAMPBELLTOWN,2560
40652,Putland School,WERRINGTON,2760
40654,Shepherds Park School,WAGGA WAGGA,2650
40658,Noble Park English Language School,NOBLE PARK,3174
40660,Youth Education Centre,CAVAN,5094
40670,Dandenong Ranges Steiner School,MENZIES CREEK,3159
40674,Hinchinbrook Christian School,INGHAM,4850
40680,Northern Territory Christian College,MARRARA,812
40683,Australian Science & Mathematics School,BEDFORD PARK,5042
40684,St Patrick's College,MACKAY,4740
40686,Spirit of Play Community School,DENMARK,6333
40687,Barrett Adolescent Centre Special School,YERONGA,4104
40689,Copperfield College,DELAHEY,3037
40690,George Anderson Walpole School,KARIONG,2250
40692,Sandy Bay Infant School,SANDY BAY,7005
40695,Kamaruka,SOUTH YARRA,3141
40698,Western English Language School,BRAYBROOK,3019
40701,Hubbard's School,MILTON,4064
40703,Career Enterprise Centre,MANDURAH,6210
40704,Cyril Jackson Senior Campus Education Support Centre,BASSENDEAN,6054
40707,Dubbo College Senior Campus,DUBBO,2830
40708,Lavalla Catholic College - Kildare Campus,TRARALGON,3844
40710,Wakefield School,WAKEFIELD,2278
40711,Verona School,FAIRFIELD EAST,2165
40714,Ozford College,MELBOURNE,3000
40716,Southern Cross High School,SYDNEY,2000
40718,Castlecrag Montessori School,CASTLECRAG,2068
40721,Lakes Grammar - An Anglican School,WARNERVALE,2259
40725,Lincoln School,DUBBO,2830
40728,Loyola Senior High School,MOUNT DRUITT,2770
40736,Holmes Secondary School,MELBOURNE,3000
40737,Aurora School,BLACKBURN SOUTH,3130
40739,Stewart House School,HARBORD,2096
40741,Red Hill Environmental Education Centre,GULGONG,2852
40743,Awabakal Environmental Education Centre,DUDLEY,2290
40744,Botany Bay Environmental Education Centre,KURNELL,2231
40746,Brewongle Environmental Education Centre,SACKVILLE NORTH,2756
40749,Dorroughby Environmental Education Centre,DORROUGHBY,2480
40752,Illawarra Environmental Education Centre,DUNMORE,2529
40755,Penrith Lakes Environmental Education Centre,CRANEBROOK,2749
40757,Royal National Park Environmental Education Centre,AUDLEY,2232
40758,Rumbalara Environmental Education Centre,GOSFORD,2250
40760,Warrumbungle National Park Environmental Education Centre,COONABARABRAN,2357
40761,Wetlands Environmental Education Centre,SHORTLAND,2307
40763,Eastern Goldfields College,KALGOORLIE,6430
40764,Queensland Academy for Science Mathematics and Technology,TOOWONG,4066
40766,Spinifex State College - Mount Isa Education and Training Precinct,MOUNT ISA,4825
40771,Lady Cilento Children's Hospital School,SOUTH BRISBANE,4101
40779,Warakirri College,PARRAMATTA,2150
40783,St Patrick's Technical College Northern Adelaide,ELIZABETH WEST,5113
40784,Alta-1,LANDSDALE,6065
40787,Queensland Academy for Creative Industries,KELVIN GROVE,4059
40788,Tagai State College,THURSDAY ISLAND,4875
40790,Hunter Trade College,TELARAH,2320
40792,Newman Senior Technical College,PORT MACQUARIE,2444
40797,Australian Trade College North Brisbane,SCARBOROUGH,4020
40801,St George Hospital School,KOGARAH,2217
40804,Sydney Childrens Hospital School,RANDWICK,2031
40807,Illawarra Hospital School,WOLLONGONG,2500
40810,Liverpool Hospital School,LIVERPOOL,2170
40814,Holy Cross College,ELLENBROOK,6069
40816,Australian Industry Trade College,ROBINA,4226
40818,EdSpace,BENALLA,3672
40821,MacKillop Senior College,PORT MACQUARIE,2444
40823,Deutsche Schule Melbourne,FITZROY NORTH,3068
40825,Anglican Technical College - Western Sydney,GLENWOOD,2768
40829,Manea Senior College,BUNBURY,6230
40832,Lindfield Montessori Preschool,LINDFIELD WEST,2070
40835,Education Centre Gippsland Community College,WARRAGUL,3820
40837,Notre Dame Catholic Primary School,CLOVERDALE,6105
40838,Innisfail State College,INNISFAIL,4860
40841,Glenorchy Primary School,GLENORCHY,7010
40842,Music Industry College,FORTITUDE VALLEY,4006
40844,Cameragal Montessori School,NEUTRAL BAY,2089
40845,Karuna Montessori School,NARRAWEENA,2099
40847,"Albury Wodonga Community College, Albury",ALBURY,2640
40850,Farmhouse Montessori School,NORTH BALGOWLAH,2093
40854,Cranbrook Junior School,ROSE BAY,2029
40857,Trinity Grammar Preparatory,STRATHFIELD,2135
40859,Subsidiary Campus,STRATHFIELD,2135
40860,Northside Montessori School,TURRAMURRA,2074
40862,Emmaus College - Burwood Campus,BURWOOD,3125
40863,Junior School,BALWYN,3103
40865,Caulfield Junior Division,CAULFIELD SOUTH,3162
40866,Primary Campus,BRIGHTON,3186
40868,Turner House Junior School,BRIGHTON,3186
40871,Ursula Frayne Catholic College - Balmoral St Campus,VICTORIA PARK,6100
40875,Murdoch Street Campus,CREMORNE,2090
40878,Emmanuel College - Senior Campus,WARRNAMBOOL,3280
40880,Carbrook Campus,CARBROOK,4130
40881,John Septimus Roe(Beechboro),BEECHBORO,6062
40883,Emmaus College (Yaamba Road Campus),PARK AVENUE,4701
40884,Dominic College - Primary Campus,GLENORCHY,7010
40886,Waterford Campus,WAVERLEY,2024
40887,St Ignatius' College Campus,NORWOOD,5067
40889,St George College Campus,MILE END,5031
40892,Forsyth Street Campus,BELMORE,2192
40895,Lindisfarne Anglican School,TWEED HEADS,2486
40898,Our Lady of the Sacred Heart College - Bath Street Campus,ALICE SPRINGS,870
40901,Imanpa,IMANPA,872
40903,Mutitjulu Campus,MUTITJULU,872
40904,St Andrew's College,MARAYONG,2148
40906,Primary Campus,BROOME,6725
40907,Park Campus,COOKS HILL,2300
40910,Carramar Campus,TAPPING,6065
40911,Kunawarritji Campus,NEWMAN,6753
40913,Halls Head Campus,HALLS HEAD,6210
40917,Queen of Apostles Primary School (Lower Primary Campus),STAFFORD HEIGHTS,4053
40920,Blue Mountains Grammar Preparatory School,VALLEY HEIGHTS,2777
40923,Chapel Campus,MERRYLANDS,2160
40925,Brigidine Campus,FLOREAT,6014
40926,"Clarence Valley Anglican School, Clarenza campus",CLARENZA,2460
40928,Gnowangerup Campus,GNOWANGERUP,6335
40929,Cunderdin Campus,CUNDERDIN,6407
40931,St Anthony's Catholic College (Assisi campus),DEERAGUN,4818
40932,"Aspect South East Sydney School, Kirrawee",KIRRAWEE,2232
40934,Rockdale Campus,ROCKDALE,2216
40940,Grace Lutheran College Caboolture,CABOOLTURE,4510
40944,Montgrove College - Werrington Campus,WERRINGTON,2747
40946,Mansfield Autistic Centre Dookie Campus Secondary,DOOKIE COLLEGE,3647
40948,Stawell Centre,STAWELL,3380
40950,Heritage College Officer Campus,OFFICER,3809
40951,Malaga Campus,MALAGA,6090
40953,The Scots School - Lithgow campus,LITHGOW,2790
40956,Samaritan College - Our Lady Help of Christians Campus,WHYALLA STUART,5608
40962,"St Dominic's College, Penrith",PENRITH,2750
40965,Blacktown Youth College Incorporated - Blue Mountains Youth College Campus,LAWSON,2783
40967,Joondalup Campus,JOONDALUP,6027
40968,St Joseph's College (Waterford Place Campus),SPRING HILL,4000
40970,St Margaret's School Berwick Grammar Campus,OFFICER,3809
40971,Henderson Road Campus,EVERTON HILLS,4053
40976,"The John Berne School, Pete's Place",BLACKTOWN,2148
40977,"Cameragal Montessori School, Lavender Bay Campus",NORTH SYDNEY,2060
40979,Al Noori Muslim School - Senior Campus,GREENACRE,2190
40980,Australian International Islamic College - Carrara Campus,CARRARA,4211
40983,Simonds Catholic College - St Brigid's VCE Campus,FITZROY NORTH,3068
40987,Abbotsford Public School,ABBOTSFORD,2046
40990,Ashbury Public School,ASHBURY,2193
40993,Bellevue Hill Public School,BELLEVUE HILL,2023
40995,Birchgrove Public School,BALMAIN,2041
40996,Blakehurst Public School,BLAKEHURST,2221
40998,Botany Public School,BOTANY,2019
40999,Brighton-Le-Sands Public School,BRIGHTON-LE-SANDS,2216
41001,Camdenville Public School,NEWTOWN,2042
41002,Canterbury Public School,CANTERBURY,2193
41004,Carlton Public School,BEXLEY,2207
41007,Clovelly Public School,WAVERLEY,2024
41010,Coogee Public School,COOGEE,2034
41013,Double Bay Public School,DOUBLE BAY,2028
41015,Earlwood Public School,EARLWOOD,2206
41016,Engadine Public School,ENGADINE,2233
41018,Forest Lodge Public School,FOREST LODGE,2037
41019,Fort Street Public School,SYDNEY,2000
41021,Gymea Bay Public School,GYMEA BAY,2227
41022,Haberfield Public School,HABERFIELD,2045
41024,Hurstville Public School,HURSTVILLE,2220
41027,Kensington Public School,KENSINGTON,2033
41030,Kogarah Public School,KOGARAH,2217
41033,Malabar Public School,MALABAR,2036
41035,Mascot Public School,MASCOT,2020
41036,Matraville Public School,MATRAVILLE,2036
41038,Miranda Public School,MIRANDA,2228
41039,Mortdale Public School,MORTDALE,2223
41041,Nicholson Street Public School,BALMAIN EAST,2041
41042,Oatley Public School,OATLEY,2223
41044,Peakhurst Public School,PEAKHURST,2210
41047,Rockdale Public School,ROCKDALE,2216
41050,Sans Souci Public School,SANS SOUCI,2219
41053,Sylvania Public School,SYLVANIA,2224
41056,Undercliffe Public School,EARLWOOD,2206
41058,Waterfall Public School,WATERFALL,2233
41059,Athelstane Public School,ARNCLIFFE,2205
41061,Cronulla South Public School,CRONULLA,2230
41062,South Coogee Public School,SOUTH COOGEE,2034
41064,Bundeena Public School,BUNDEENA,2230
41065,Bald Face Public School,BLAKEHURST,2221
41067,Oatley West Public School,OATLEY,2223
41070,Ramsgate Public School,RAMSGATE,2217
41073,Como West Public School,COMO,2226
41076,Crown Street Public School,SURRY HILLS,2010
41078,Marrickville West Public School,MARRICKVILLE,2204
41079,Marrickville Public School,MARRICKVILLE,2204
41081,Woolooware Public School,CRONULLA,2230
41082,Caringbah North Public School,CARINGBAH,2229
41084,Peakhurst West Public School,PEAKHURST,2210
41085,Sylvania Heights Public School,SYLVANIA,2224
41087,Matraville Soldiers Settlement Public School,MATRAVILLE,2036
41090,Lilli Pilli Public School,LILLI PILLI,2229
41093,Erskineville Public School,ERSKINEVILLE,2043
41096,Randwick Public School,RANDWICK,2031
41098,Engadine West Public School,ENGADINE,2233
41099,Yarrawarrah Public School,ENGADINE,2233
41101,Peakhurst South Public School,PEAKHURST,2210
41102,Lewisham Public School,LEWISHAM,2049
41104,Marton Public School,ENGADINE,2233
41105,Kareela Public School,KAREELA,2232
41107,Petersham Public School,PETERSHAM,2049
41110,Bangor Public School,BANGOR,2234
41113,Tharawal Public School,MENAI,2234
41116,Canterbury South Public School,CANTERBURY,2193
41118,Heathcote East Public School,HEATHCOTE,2233
41119,Green Square School,WATERLOO,2017
41121,Cook School,LOFTUS,2232
41122,Cairnsfoot School,ARNCLIFFE,2205
41124,Minerva School,SUTHERLAND,2232
41125,Wairoa School,BONDI BEACH,2026
41127,Carinya School,MORTDALE,2223
41130,Balmain Public School,BALMAIN,2041
41133,Bourke Street Public School,SURRY HILLS,2010
41136,Daceyville Public School,DACEYVILLE,2032
41139,Glebe Public School,GLEBE,2037
41141,Maroubra Junction Public School,MAROUBRA,2035
41142,Newtown Public School,NEWTOWN,2042
41144,Rozelle Public School,ROZELLE,2039
41145,Stanmore Public School,STANMORE,2048
41147,Canterbury Boys High School,CANTERBURY,2193
41148,St George Girls High School,KOGARAH,2217
41150,Sydney Girls High School,SURRY HILLS,2010
41153,Burwood Girls High School,CROYDON,2132
41156,Kingsgrove North High School,KINGSGROVE,2208
41159,Caringbah High School,CARINGBAH,2229
41161,Heathcote High School,HEATHCOTE,2233
41162,Kingsgrove High School,KINGSGROVE,2208
41164,Cronulla High School,CRONULLA,2230
41165,J J Cahill Memorial High School,ROSEBERY,2018
41167,Cleveland Street Intensive English High School,SURRY HILLS,2010
41168,Kogarah High School,KOGARAH,2217
41170,Endeavour Sports High School,CARINGBAH,2229
41173,Woolooware High School,WOOLOOWARE,2230
41176,Sydney Secondary College Balmain Campus,ROZELLE,2039
41179,Sydney Secondary College Leichhardt Campus,LEICHHARDT,2040
41181,Marrickville High School,MARRICKVILLE,2204
41182,South Sydney High School,MAROUBRA,2035
41184,Alexandria Park Community School,ALEXANDRIA,2015
41185,Menai High School,MENAI,2234
41187,Canterbury Girls High School,CANTERBURY,2193
41188,Georges River College Hurstville Boys Campus,HURSTVILLE,2220
41190,Dulwich High School of Visual Arts and Design,DULWICH HILL,2203
41193,James Cook Boys High School,KOGARAH,2217
41196,Asquith Public School,ASQUITH,2077
41199,Berowra Public School,BEROWRA,2081
41201,Brooklyn Public School,BROOKLYN,2083
41202,Brookvale Public School,BROOKVALE,2100
41204,Castle Hill Public School,CASTLE HILL,2154
41205,Cowan Public School,COWAN,2081
41207,Dural Public School,DURAL,2158
41208,Epping Public School,EPPING,2121
41210,Ermington Public School,WEST RYDE,2114
41211,Frenchs Forest Public School,FRENCHS FOREST,2086
41213,Gladesville Public School,GLADESVILLE,2111
41216,Greenwich Public School,GREENWICH,2065
41219,Hunters Hill Public School,HUNTERS HILL,2110
41222,Lindfield Public School,LINDFIELD,2070
41224,Manly West Public School,BALGOWLAH,2093
41225,Middle Dural Public School,MIDDLE DURAL,2158
41227,Mona Vale Public School,MONA VALE,2103
41228,Narrabeen Lakes Public School,NARRABEEN,2101
41230,Newport Public School,NEWPORT,2106
41231,Normanhurst Public School,NORMANHURST,2076
41233,North Rocks Public School,NORTH ROCKS,2151
41236,West Pennant Hills Public School,WEST PENNANT HILLS,2125
41239,Ryde Public School,RYDE,2112
41242,Terrey Hills Public School,TERREY HILLS,2084
41244,Waitara Public School,WAHROONGA,2077
41245,Warrawee Public School,TURRAMURRA,2074
41247,Annangrove Public School,ANNANGROVE,2156
41248,Balgowlah Heights Public School,BALGOWLAH,2093
41250,Pymble Public School,PYMBLE,2073
41251,Avalon Public School,AVALON BEACH,2107
41253,Wahroonga Public School,WAHROONGA,2076
41256,Denistone East Public School,EASTWOOD,2122
41259,Narrabeen North Public School,NORTH NARRABEEN,2101
41262,Castle Cove Public School,CASTLE COVE,2069
41264,Gordon West Public School,PYMBLE,2073
41265,Manly Village Public School,MANLY,2095
41267,Collaroy Plateau Public School,COLLAROY PLATEAU,2097
41268,Beacon Hill Public School,BEACON HILL,2100
41270,Gordon East Public School,GORDON,2072
41271,Mowbray Public School,LANE COVE,2066
41273,Manly Vale Public School,MANLY VALE,2093
41276,Mount Kuring-gai Public School,MOUNT KURING-GAI,2080
41279,Epping North Public School,NORTH EPPING,2121
41282,Cromer Public School,CROMER,2099
41284,Ryde East Public School,NORTH RYDE,2113
41285,Hornsby Heights Public School,HORNSBY,2077
41287,Thornleigh West Public School,THORNLEIGH,2120
41288,West Pymble Public School,WEST PYMBLE,2073
41290,Roselea Public School,CARLINGFORD,2118
41291,St Ives Public School,ST IVES,2075
41293,Hornsby North Public School,HORNSBY,2077
41294,Wakehurst Public School,BELROSE,2085
41296,Killarney Heights Public School,KILLARNEY HEIGHTS,2087
41299,Mimosa Public School,FRENCHS FOREST,2086
41302,Kambora Public School,DAVIDSON,2085
41305,Oakhill Drive Public School,CASTLE HILL,2154
41307,Beauty Point Public School,MOSMAN,2088
41308,Fisher Road School,DEE WHY,2099
41310,Naremburn School,NAREMBURN,2065
41311,The Beach School,ALLAMBIE,2100
41313,Arranounbai School,FRENCHS FOREST,2086
41314,Karonga School,EPPING,2121
41316,Chatswood Public School,CHATSWOOD,2067
41319,Hornsby Girls High School,HORNSBY,2077
41322,Willoughby Girls High School,WILLOUGHBY,2068
41325,Normanhurst Boys High School,NORMANHURST,2076
41327,Marsden High School,WEST RYDE,2114
41328,Chatswood High School,CHATSWOOD,2067
41330,Asquith Boys High School,ASQUITH,2077
41331,Mosman High School,MOSMAN,2088
41333,Pittwater High School,MONA VALE,2103
41334,Castle Hill High School,CASTLE HILL,2154
41336,Ryde Secondary College,RYDE,2112
41339,Turramurra High School,SOUTH TURRAMURRA,2074
41342,Barrenjoey High School,AVALON,2107
41345,Galston High School,GALSTON,2159
41347,Northern Beaches Secondary College Cromer Campus,CROMER,2099
41348,Narrabeen Sports High School,NORTH NARRABEEN,2101
41350,Cherrybrook Technology High School,CHERRYBROOK,2126
41351,Northern Beaches Secondary College Mackellar Girls Campus,MANLY VALE,2093
41353,Epping Boys High School,EASTWOOD,2122
41354,Appin Public School,APPIN,2560
41356,Auburn West Public School,AUBURN,2144
41359,Greenacre Public School,GREENACRE,2190
41362,Bass Hill Public School,BASS HILL,2197
41365,Berala Public School,BERALA,2141
41368,Bringelly Public School,BRINGELLY,2556
41370,Buxton Public School,BUXTON,2571
41371,Cabramatta Public School,CABRAMATTA,2166
41373,Campbelltown Public School,CAMPBELLTOWN,2560
41374,Campsie Public School,CAMPSIE,2194
41376,Cawdor Public School,CAMDEN,2570
41377,Chipping Norton Public School,CHIPPING NORTON,2170
41379,Concord Public School,CONCORD,2137
41382,Panania Public School,PANANIA,2213
41385,Fairfield West Public School,FAIRFIELD WEST,2165
41388,Granville South Public School,GUILDFORD,2161
41390,Guildford Public School,GUILDFORD,2161
41391,Hammondville Public School,HAMMONDVILLE,2170
41393,Horsley Park Public School,HORSLEY PARK,2164
41394,Hoxton Park Public School,HOXTON PARK,2171
41396,Kentlyn Public School,CAMPBELLTOWN,2560
41397,Lakemba Public School,LAKEMBA,2195
41399,Merrylands Public School,MERRYLANDS,2160
41402,Mortlake Public School,CONCORD,2137
41405,Narellan Public School,NARELLAN,2567
41408,Old Guildford Public School,GUILDFORD,2161
41410,Picton Public School,PICTON,2571
41411,Prestons Public School,PRESTONS,2170
41413,Leppington Public School,LEPPINGTON,2171
