ACARA School ID,School Name,Suburb,PostCode
45075,Billanook Primary School,MONTROSE,3765
45078,Templeton Primary School,WANTIRNA,3152
45080,Darley Primary School,BACCHUS MARSH,3340
45081,Delacombe Primary School,DELACOMBE,3356
45083,Mossgiel Park Primary School,ENDEAVOUR HILLS,3802
45084,Wedge Park Primary School,MELTON WEST,3337
45086,Croydon Special Developmental School,CROYDON SOUTH,3136
45087,Milgate Primary School,DONCASTER EAST,3109
45089,Furlong Park School For Deaf Children,SUNSHINE NORTH,3020
45092,Latrobe Special Developmental School,TRARALGON,3844
45095,Wangaratta District Specialist School,WANGARATTA,3677
45098,Peninsula Specialist College,DROMANA,3936
45100,Rangebank Primary School,CRANBOURNE,3977
45101,Knox Gardens Primary School,WANTIRNA SOUTH,3152
45103,Kings Park Primary School,ST ALBANS,3021
45104,Dandenong Valley Special Developmental School,NARRE WARREN,3805
45106,Bayside Special Developmental School,MOORABBIN,3189
45107,Rolling Hills Primary School,MOOROOLBARK,3138
45109,Findon Primary School,MILL PARK,3082
45110,Loch Sport Primary School,LOCH SPORT,3851
45112,Colac Specialist School,COLAC,3250
45115,Southern Autistic School,EAST BENTLEIGH,3165
45118,Kurunjang Primary School,MELTON,3337
45121,Glen Katherine Primary School,ELTHAM NORTH,3095
45123,Broadmeadows Special Developmental School-Sorrento Street Campus,BROADMEADOWS,3047
45124,Sunshine Special Developmental School,SUNSHINE,3020
45126,Richmond Primary School,RICHMOND,3121
45127,Yarra Primary School,RICHMOND,3121
45129,Horsham Special School,HORSHAM,3400
45130,Hampden Specialist School,COBDEN,3266
45132,Yarraville Special Developmental School,YARRAVILLE,3013
45135,Portland Bay School,PORTLAND,3305
45138,Merriang Special Developmental School Junior Campus,SOUTH MORANG,3752
45141,Altona Green Primary School,ALTONA MEADOWS,3028
45143,Warragul & District Specialist School,WARRAGUL,3820
45144,Western Autistic School Niddrie Campus,NIDDRIE,3042
45146,Coral Park Primary School,HAMPTON PARK,3976
45147,Maramba Primary School,NARRE WARREN,3805
45149,Karoo Primary School,ROWVILLE,3178
45150,Mackellar Primary School,DELAHEY,3037
45152,Echuca Specialist School,ECHUCA,3564
45155,Brentwood Park Primary School,BERWICK,3806
45158,Rowellyn Park Primary School,CARRUM DOWNS,3201
45161,Woodlands Primary School,LANGWARRIN,3910
45163,Monmia Primary School,KEILOR DOWNS,3038
45164,Seabrook Primary School,SEABROOK,3028
45166,Thomas Chirnside Primary School,WERRIBEE,3030
45167,Heany Park Primary School,ROWVILLE,3178
45169,Kilberry Valley Primary School,HAMPTON PARK,3976
45170,Killara Primary School,SUNBURY,3429
45172,Oatlands Primary School,NARRE WARREN,3805
45175,Peranbin Primary College Swanpool Campus,SWANPOOL,3673
45178,Barwon Valley School,BELMONT,3216
45181,Courtenay Gardens Primary School,CRANBOURNE NORTH,3977
45183,Derrinallum P-12 College,DERRINALLUM,3325
45184,Mortlake P-12 College,MORTLAKE,3272
45186,Mount Duneed Regional Primary School,MOUNT DUNEED,3217
45187,Grasmere Primary School,GRASMERE,3281
45189,Canadian Lead Primary School,BALLARAT EAST,3350
45190,Caledonian Primary School,BROWN HILL,3350
45192,Rawson Primary School,RAWSON,3825
45193,Bundalaguah Primary School,BUNDALAGUAH,3851
45195,Neerim District Rural Primary School,NAYOOK,3832
45198,Whitfield District Primary School,WHITFIELD,3733
45201,Waaia Yalca South Primary School,WAAIA,3637
45204,Harcourt Valley Primary School,HARCOURT,3453
45206,Niddrie Primary School,NIDDRIE,3042
45207,Toolern Vale and District Primary School,TOOLERN VALE,3337
45209,Kananook Primary School,SEAFORD,3198
45210,Roberts McCubbin Primary School,BOX HILL SOUTH,3128
45212,Bayles Regional Primary School,BAYLES,3981
45213,Le Page Primary School,CHELTENHAM,3192
45215,Glen Waverley Primary School,GLEN WAVERLEY,3150
45218,Amsleigh Park Primary School,OAKLEIGH EAST,3166
45221,Rangeview Primary School,MITCHAM,3132
45224,Hawkesdale P12 College,HAWKESDALE,3287
45226,Glen Waverley South Primary School,GLEN WAVERLEY,3150
45227,Streeton Primary School,YALLAMBIE,3085
45229,Woady Yaloak Primary School,SMYTHESDALE,3351
45230,Woady Yaloak Primary School Snake Valley Campus,SNAKE VALLEY,3351
45232,Woady Yaloak Primary School Ross Creek Campus,ROSS CREEK,3351
45233,Millwarra Primary School,MILLGROVE,3799
45235,Gormandale And District Primary School,GORMANDALE,3873
45238,Dinjerra Primary School,BRAYBROOK,3019
45241,Nyah District Primary School,NYAH WEST,3595
45244,Great Ryrie Primary School,HEATHMONT,3135
45246,Parkwood Green Primary School,HILLSIDE,3037
45247,Hillsmeade Primary School,NARRE WARREN SOUTH,3805
45249,Creekside K-9 College,CAROLINE SPRINGS,3023
45250,Springside P-9 College,CAROLINE SPRINGS,3023
45252,Carranballac P-9 College,POINT COOK,3030
45253,Carranballac P-9 College Jamieson Way Campus,POINT COOK,3030
45255,Caulfield Primary School,CAULFIELD SOUTH,3162
45258,Lynbrook Primary School,LYNBROOK,3975
45261,Berwick Chase Primary School,BERWICK,3806
45264,Taylors Hill Primary School,TAYLORS HILL,3037
45267,Epping Views Primary School,EPPING,3076
45269,Reservoir Views Primary School,RESERVOIR,3073
45272,Whitehorse Primary School,BLACKBURN NORTH,3130
45274,Golden Square Primary School,GOLDEN SQUARE,3555
45275,Lalor Gardens Primary School,LALOR,3075
45277,Chandler Park Primary School Maralinga Campus,KEYSBOROUGH,3173
45278,Keysborough Primary School,SPRINGVALE SOUTH,3172
45281,Athol Road Primary School,SPRINGVALE SOUTH,3172
45284,Springvale Rise Primary School (interim name) Springvale Road Campus,SPRINGVALE,3171
45287,Keilor Views Primary School,KEILOR DOWNS,3038
45292,Apollo Bay P-12 College,APOLLO BAY,3233
45294,Cobram Primary School,COBRAM,3644
45295,Cohuna Consolidated School,COHUNA,3568
45297,Dunkeld Consolidated School,DUNKELD,3294
45298,Dunkeld Consolidated School Glenthompson Primary School,GLENTHOMPSON,3293
45300,Foster Primary School,FOSTER,3960
45301,Goroke P-12 College,GOROKE,3412
45303,Kiewa Valley Primary School,TANGAMBALANGA,3691
45306,Manangatang P-12 College,MANANGATANG,3546
45309,Merino Consolidated School,MERINO,3310
45312,Pakenham Consolidated School,PAKENHAM,3810
45314,Port Fairy Consolidated School,PORT FAIRY,3284
45315,Red Hill Consolidated School,RED HILL,3937
45317,Tongala Primary School,TONGALA,3621
45318,Werrimull P-12 School,WERRIMULL,3496
45320,Camperdown College Brooke Street,CAMPERDOWN,3260
45321,Timboon P-12 School,TIMBOON,3268
45323,Wedderburn College,WEDDERBURN,3518
45326,Box Hill Senior Secondary College,MONT ALBERT NORTH,3129
45329,Daylesford Secondary College,DAYLESFORD,3460
45332,Irymple Secondary College,IRYMPLE,3498
45334,Peter Lalor Secondary College,LALOR,3075
45335,Lilydale Heights College,LILYDALE,3140
45337,Chaffey Secondary College,MILDURA,3500
45338,Bentleigh Secondary College,BENTLEIGH EAST,3165
45340,Rosehill Secondary College,NIDDRIE,3042
45341,Northern College of the Arts and Technology,PRESTON,3072
45344,Victorian College Of The Arts Secondary School,SOUTHBANK,3006
45345,Brauer Secondary College,WARRNAMBOOL,3280
45347,Weeroona College Bendigo,BENDIGO,3550
45350,Ballarat High School,BALLARAT,3350
45353,Beaufort Secondary College,BEAUFORT,3373
45356,Berwick Secondary College,BERWICK,3806
45359,Box Hill High School,BOX HILL,3128
45360,Braybrook College,BRAYBROOK,3019
45362,Brighton Secondary College,BRIGHTON EAST,3187
45363,Broadford Secondary College,BROADFORD,3658
45365,Camberwell High School,CANTERBURY,3126
45366,Canterbury Girls Secondary College,CANTERBURY,3126
45368,Cheltenham Secondary College,CHELTENHAM,3192
45372,Cranbourne Secondary College,CRANBOURNE,3977
45375,Mount Alexander 7-12 College,FLEMINGTON,3031
45378,Donald High School,DONALD,3480
45380,Drouin Secondary College,DROUIN,3818
45381,Eaglehawk Secondary College,EAGLEHAWK,3556
45383,Elwood College,ELWOOD,3184
45384,Epping Secondary College,EPPING,3076
45386,Fairhills High School,KNOXFIELD,3180
45387,Bendigo South East 7-10 Secondary College,BENDIGO,3550
45389,South Gippsland Secondary College,FOSTER,3960
45392,North Geelong Secondary College,NORTH GEELONG,3215
45395,Bundoora Secondary College,BUNDOORA,3083
45398,Heywood District Secondary College,HEYWOOD,3304
45400,Hopetoun P-12 College,HOPETOUN,3396
45404,Kensington Community High School,KENSINGTON,3031
45405,Kew High School,KEW EAST,3102
45407,Koo Wee Rup Secondary College,KOO WEE RUP,3981
45408,Korumburra Secondary College,KORUMBURRA,3950
45412,Kyneton Secondary College,KYNETON,3444
45415,Lilydale High School,LILYDALE,3140
45418,Maffra Secondary College,MAFFRA,3860
45421,Melba Secondary College,CROYDON,3136
45423,Melbourne High School,SOUTH YARRA,3141
45424,Melton Secondary College,MELTON,3337
45426,Mirboo North Secondary College,MIRBOO NORTH,3871
45427,Monbulk College,MONBULK,3793
45429,Mooroolbark College,MOOROOLBARK,3138
45430,Mooroopna Secondary College,MOOROOPNA,3629
45432,Mount Beauty Secondary College,MOUNT BEAUTY,3699
45433,Mount Eliza Secondary College,MOUNT ELIZA,3930
45435,Mount Waverley Secondary College Junior Campus,MOUNT WAVERLEY,3149
45438,Nathalia Secondary College,NATHALIA,3638
45442,Northcote High School,NORTHCOTE,3070
45445,Oberon High School,BELMONT,3216
45447,Ouyen P-12 College,OUYEN,3490
45450,Parkdale Secondary College,MORDIALLOC,3195
45454,Princes Hill Secondary College,PRINCES HILL,3054
45456,Bellarine Secondary College,DRYSDALE,3222
45459,Ringwood Secondary College,RINGWOOD,3134
45462,Rutherglen High School,RUTHERGLEN,3685
45466,St Albans Secondary College,ST ALBANS,3021
45468,Caulfield Park Community School,CAULFIELD NORTH,3161
45469,Strathmore Secondary College,STRATHMORE,3041
45471,Sydney Road Community School,BRUNSWICK,3056
45472,Tallangatta Secondary College,TALLANGATTA,3700
45474,Trafalgar High School,TRAFALGAR,3824
45475,University High School,PARKVILLE,3052
45477,Upper Yarra Secondary College,YARRA JUNCTION,3797
45480,Kambrya College,BERWICK,3806
45483,Wangaratta High School,WANGARATTA,3677
45486,Warrandyte High School,WARRANDYTE,3113
45488,Werribee Secondary College,WERRIBEE,3030
45489,Bairnsdale Secondary College,BAIRNSDALE,3875
45491,Wheelers Hill Secondary College,WHEELERS HILL,3150
45492,Williamstown High School Bayview Campus,WILLIAMSTOWN,3016
45494,Yea High School,YEA,3717
45495,Glen Eira College,CAULFIELD EAST,3145
45497,Emerald Secondary College,EMERALD,3782
45500,Hoppers Crossing Secondary College,HOPPERS CROSSING,3029
45503,Kurnai College Morwell Campus,MORWELL,3840
45506,Elisabeth Murdoch College,LANGWARRIN,3910
45509,Patterson River Secondary College,SEAFORD,3198
45511,Stawell Secondary College,STAWELL,3380
45512,Rowville Secondary College,ROWVILLE,3178
45514,Wonthaggi Secondary College Dudley Campus,WONTHAGGI,3995
45515,Sandringham College Beaumaris Year 7-10 Campus,BEAUMARIS,3193
45517,Fitzroy High School,FITZROY NORTH,3068
45518,Ashwood Secondary College,ASHWOOD,3147
45520,Leongatha Secondary College,LEONGATHA,3953
45523,Ararat Secondary College,ARARAT,3377
45526,The Grange P-12 College,HOPPERS CROSSING,3029
45529,Sunshine College West Sunshine Campus,SUNSHINE WEST,3020
45531,Sunshine College North Sunshine Campus,SUNSHINE NORTH,3020
45532,Wallan Secondary College,WALLAN,3756
45534,Portland Secondary College,PORTLAND,3305
45535,Copperfield College Kings Park Junior Campus,KINGS PARK,3021
45538,Bayside P-12 College,WILLIAMSTOWN,3016
45539,South Oakleigh Secondary College,OAKLEIGH SOUTH,3167
45541,Traralgon Secondary College - East Campus,TRARALGON,3844
45544,Essendon East Keilor District College Niddrie Campus,NIDDRIE,3042
45547,Monterey Secondary College,FRANKSTON NORTH,3200
45550,Viewbank College,ROSANNA,3084
45552,Baimbridge College,HAMILTON,3300
45555,Heathmont College,HEATHMONT,3135
45556,Horsham College,HORSHAM,3402
45558,Western Heights Secondary College Vines Road Campus,HAMLYN HEIGHTS,3215
45559,Lowanna College,NEWBOROUGH,3825
45561,Castlemaine Secondary College,CASTLEMAINE,3450
45564,Ballarat Secondary College East Campus,BALLARAT EAST,3350
45567,Wycheproof P-12 College,WYCHEPROOF,3527
45570,Sale College Guthridge Campus,SALE,3850
45572,Footscray City College,FOOTSCRAY,3011
45573,Narre Warren South P-12 College,NARRE WARREN STH,3805
45575,Kaniva College,KANIVA,3419
45576,Corryong College,CORRYONG,3707
45578,The Lakes South Morang P-9 School,SOUTH MORANG,3752
45579,The Lakes South Morang P-9 School Primary Campus,SOUTH MORANG,3752
45581,Wodonga Middle Years College,WODONGA,3690
45587,Altona P-9 College,ALTONA,3018
45590,Laverton P-12 College,LAVERTON,3028
45593,Colac Secondary College,COLAC,3250
45595,Keysborough Secondary College,SPRINGVALE SOUTH,3172
45596,Keysborough Secondary College Acacia Campus,KEYSBOROUGH,3173
45600,Fountain Gate Secondary College,NARRE WARREN,3805
45604,Alkira Secondary College,CRANBOURNE NORTH,3977
45605,Somerville Secondary College,SOMERVILLE,3912
45610,Robinvale P-12 College,ROBINVALE,3549
45616,Charles La Trobe P-12 College,MACLEOD WEST,3085
45621,Victoria University Secondary College,ST ALBANS,3021
45622,Victoria University Secondary College Deer Park Campus,DEER PARK,3023
45624,Swifts Creek School (Interim name) Primary Campus,SWIFTS CREEK,3896
45625,Glenroy Secondary College,GLENROY,3046
45627,William Ruthven Secondary College,RESERVOIR,3073
45629,Parade College - Bundoora Campus,BUNDOORA,3083
45631,Simonds Catholic College St Mary's Campus,WEST MELBOURNE,3003
45634,St Patrick's College,BALLARAT,3350
45637,Emmanuel College - Junior Campus,WARRNAMBOOL,3280
45640,Sacred Heart School,NEWPORT,3015
45642,St Michael's School,NORTH MELBOURNE,3051
45643,St Patrick's School,WANGARATTA,3677
45645,St Mary's School,ST KILDA EAST,3183
45646,St Mary's School - Campus 2,ST KILDA EAST,3183
45648,St Brendan's School,FLEMINGTON,3031
45649,"Catholic College, Bendigo - La Valla Campus",JUNORTOUN,3551
45651,St Mary's School,BAIRNSDALE,3875
45654,Sacre Coeur,GLEN IRIS,3146
45657,Sacred Heart Primary School,MORWELL,3840
45660,St Mary's College,SEYMOUR,3660
45662,St Mary's School,SALE,3850
45663,St Patrick's Primary School,KILMORE,3764
45665,St Patrick's School,GORDON,3345
45666,St Michael's School,SPRINGBANK,3352
45668,St Augustine's School,CRESWICK,3363
45669,St Monica's School,KANGAROO FLAT,3555
45671,St Brendan's Primary School,DUNNSTOWN,3352
45672,Sacred Heart College,NEWTOWN,3220
45674,St Joseph's College,MILDURA,3500
45677,St Peter's School,BENTLEIGH EAST,3165
45681,St Mary's School,CASTLEMAINE,3450
45684,St Joseph's School,CHARLTON,3525
45686,St Paul's Parish Primary School,COBURG,3058
45687,St Andrew's Primary School,WERRIBEE,3030
45689,Our Lady of Mount Carmel School,SUNBURY,3429
45690,St Joseph's Parish Primary School,CHILTERN,3683
45692,St Mary's School,INGLEWOOD,3517
45693,FCJ College,BENALLA,3672
45695,Sacred Heart Primary School,YARRAWONGA,3730
45698,Xavier College - Kostka Hall (Early Years - 8),BRIGHTON,3186
45701,Sacred Heart Primary School,CASTERTON,3311
45704,Academy of Mary Immaculate,FITZROY,3065
45706,Mount Lilydale Mercy College,LILYDALE,3140
45707,St Monica's Primary School,FOOTSCRAY,3011
45709,St Michael & St John's School,HORSHAM,3400
45710,Trinity College Colac Inc.,COLAC,3250
45712,Kilbreda College,MENTONE,3194
45713,Padua College,MORNINGTON,3931
45715,Notre Dame College,SHEPPARTON,3630
45718,St John's School,CLIFTON HILL,3068
45721,St Ignatius College Geelong,DRYSDALE,3222
45724,St Monica's Primary School,MOONEE PONDS,3039
45726,Catholic Ladies' College Ltd,ELTHAM,3095
45727,St Joseph's School,COLLINGWOOD,3066
45729,St Mary's School,ECHUCA WEST,3564
45730,Sacred Heart Parish School,KEW,3101
45732,St Joseph's College,ECHUCA,3564
45733,St Patrick's Primary School,PORT FAIRY,3284
45735,St Aloysius College,NORTH MELBOURNE,3051
45738,Catholic College Sale - Sion Campus,SALE,3850
45744,St Joseph's School,COLERAINE,3315
45746,Mercy Regional College - O'Keeffee Campus,NOORAT,3265
45747,St Patrick's School,CAMPERDOWN,3260
45749,St Michael's School,DAYLESFORD,3460
45750,St Mary's Primary School,HAMILTON,3300
45752,Genazzano FCJ College,KEW,3101
45753,St Augustine's Primary School,WODONGA,3690
45755,St Patrick's Primary School,MENTONE,3194
45756,St Thomas' School,TERANG,3264
45758,St Joseph's School,BENDIGO,3550
45761,St Joseph's School,BRUNSWICK WEST,3055
45764,Our Lady Help of Christians School,BRUNSWICK EAST,3057
45767,Sacred Heart School,SANDRINGHAM,3191
45769,St Mary's Primary School,ASCOT VALE,3032
45770,St Joseph's School,KERANG,3579
45772,St Margaret Mary's School,BRUNSWICK NORTH,3056
45773,St Francis Xavier Primary School,BALLARAT EAST,3350
45775,St Joseph's School,KORUMBURRA,3950
45776,St Brigid's School,HEALESVILLE,3777
45778,St Mary's School,MALVERN EAST,3145
45781,St Anthony's School,ALPHINGTON,3078
45784,Holy Rosary School,WHITE HILLS,3550
45787,St Mary's School,SWAN HILL,3585
45789,St Brendan's School,CORAGULAC,3249
45790,Our Lady of the Immaculate Conception School,SUNSHINE,3020
45792,St John's School,DENNINGTON,3280
45793,St Brigid's College,HORSHAM,3400
45795,St Joan of Arc School,BRIGHTON,3186
45796,St John's Primary School,EUROA,3666
45798,St Joseph's School,COBRAM,3644
45801,Our Lady of Lourdes School,PRAHRAN,3181
45804,St Therese's School,ESSENDON,3040
45807,St Kevin's Parish School,ORMOND,3204
45809,St Finbar's School,BRIGHTON EAST,3187
45810,"Loreto, Mandeville Hall",TOORAK,3142
45812,St Mary's Primary School,HAMPTON,3188
45813,Holy Rosary School,HEATHCOTE,3523
45815,St Joseph's School,CRIB POINT,3919
45816,St Fidelis' Primary School,MORELAND,3058
45819,St Mary's School,ALTONA,3018
45822,St Francis Xavier School,FRANKSTON,3199
45825,St Paul's Primary School,BENTLEIGH,3204
45828,St Patrick's School,STRATFORD,3862
45831,St Roch's Parish School,GLEN IRIS,3146
45833,St Anne's Parish School,KEW EAST,3102
45834,Our Lady of Perpetual Help School,RINGWOOD,3134
45836,St Joseph's Primary School,SORRENTO,3943
45837,St Cecilia's Parish School,GLEN IRIS,3146
45839,St Joseph's Primary School,RED CLIFFS,3496
45840,St Peter's Parish Primary School,EPPING,3076
45842,Sacred Heart Parish School,OAKLEIGH,3166
45845,St John's School,MITCHAM,3132
45848,St Kevin's College Heyington,TOORAK,3142
45851,St John the Baptist's School,KOO WEE RUP,3981
45853,St Joseph's College,NEWTOWN,3220
45854,St Joseph's Parish Primary School,SPRINGVALE,3171
45856,Holy Name School,RESERVOIR,3073
45857,Siena College Ltd,CAMBERWELL,3124
45859,St Benedict's Parish School,BURWOOD,3125
45861,St Oliver Plunkett's School,PASCOE VALE,3044
45863,St Robert's School,NEWTOWN,3220
45866,St Michael's Primary School,ASHBURTON,3147
45869,St Bede's Parish School,BALWYN NORTH,3104
45872,St Margaret's School,EAST GEELONG,3219
45874,Marcellin College,BULLEEN,3105
45875,Marist-Sion College,WARRAGUL,3820
45877,St Bernadette's School,IVANHOE WEST,3079
45878,St Colman's School,MORTLAKE,3272
45880,Our Lady of the Assumption School,CHELTENHAM,3192
45881,Sacred Heart Primary School,CROYDON,3136
45883,St Mary's School,ALEXANDRA,3714
45886,Sacred Heart Primary School,ST ALBANS,3021
45889,St Michael's School,HEYFIELD,3858
45892,St Margaret Mary's School,SPOTSWOOD,3015
45894,St Mary Magdalen's School,CHADSTONE,3148
45895,St Anthony's School,NOBLE PARK,3174
45897,St Joseph's School,HOPETOUN,3396
45898,St John Bosco's School,NIDDRIE,3042
45900,Holy Spirit School,MANIFOLD HEIGHTS,3218
45901,St Mary's School,GREENSBOROUGH,3088
45903,St Peter Chanel Primary School,DEER PARK,3023
45904,Christ the King Primary School,BRAYBROOK,3019
45906,Killester College,SPRINGVALE,3171
45909,Clonard College,GEELONG WEST,3218
45912,St Bernadette's School,SUNSHINE NORTH,3020
45915,St Margaret's Primary School,MARIBYRNONG,3032
45917,Holy Family School,MOUNT WAVERLEY,3149
45918,St Gerard's Primary School,DANDENONG NORTH,3175
45920,Our Lady of Perpetual Succour School,SURREY HILLS,3127
45921,St Catherine's School,MOORABBIN,3189
45923,St Vincent de Paul School,MORWELL,3840
45924,St Mary's School,SEA LAKE,3533
45926,St Stephen's School,RESERVOIR,3073
45929,St Michael's Primary School,TALLANGATTA,3700
45932,St John's Regional College,DANDENONG,3175
45935,Our Lady's Primary School,WANGARATTA,3677
45937,St Dominic's School,BROADMEADOWS,3047
45938,St Patrick's Primary School,TONGALA,3621
45940,St Leonard's Parish Primary School,GLEN WAVERLEY,3150
45941,St Scholastica's Primary School,BENNETTSWOOD,3125
45943,St John Vianney's Primary School,PARKDALE,3195
45944,Sts Peter and Paul's School,DONCASTER EAST,3109
45946,Holy Family School,DOVETON,3177
45949,St John Vianney's School,MULGRAVE,3170
45952,St Thomas More's Primary School,BELGRAVE,3160
45955,Sacred Heart School,ELLIMINYT,3250
45957,St Michael's School,BERWICK,3806
45958,Ave Maria College,ABERFELDIE,3040
45960,St Luke the Evangelist School,BLACKBURN SOUTH,3130
45961,St Bernard's School,WANGARATTA,3677
45963,Marian College,SUNSHINE WEST,3020
45964,Mount St Joseph Girls' College,ALTONA,3018
45966,Our Lady Help of Christians School,WENDOUREE,3355
45969,Sacred Heart School,CORRYONG,3707
45972,St Joseph's College,FERNTREE GULLY,3156
45975,St Thomas More's School,HADFIELD,3046
45977,St Philip's School,BLACKBURN NORTH,3130
45978,Holy Child Primary School,DALLAS,3047
45980,Emmanuel College - Notre Dame Campus,POINT COOK,3030
45981,St Peter Julian Eymard School,MOOROOLBARK,3138
45983,St Monica's College - Dalton Road Campus,EPPING,3076
45984,Christ the King School,NEWCOMB,3219
45986,St Timothy's School,VERMONT,3133
45987,St Mary's School,MAFFRA,3860
45989,St John's Primary School,FRANKSTON EAST,3199
45992,St Mary's College for Hearing Impaired Students - Ringwood Campus,RINGWOOD,3134
45995,St Anne's School,SEAFORD,3198
45998,St Gregory the Great School,DONCASTER,3108
46000,St James' School,VERMONT,3133
46001,Good Shepherd School,WHEELERS HILL,3150
46003,St James College,BENTLEIGH EAST,3165
46004,St Thomas' School,SALE,3850
46006,St Peter's School,KEILOR EAST,3033
46007,Our Lady Help of Christians School,WARRNAMBOOL EAST,3280
46009,St Martin de Porres School,LAVERTON,3028
46012,St Peter's School,NORTH BENDIGO,3550
46015,St Paul's Primary School,MILDURA,3500
46018,School of the Good Shepherd,GLADSTONE PARK,3043
46020,Resurrection School,KEYSBOROUGH,3173
46021,St Dominic's Primary School,MELTON,3337
46023,Galen Catholic College,WANGARATTA,3677
46024,Holy Spirit School,RINGWOOD NORTH,3134
46026,Holy Saviour Primary School,VERMONT SOUTH,3133
46027,St Clare's School,THOMASTOWN WEST,3074
46029,Our Lady of the Pines School,DONVALE,3111
46032,St Elizabeth's School,DANDENONG NORTH,3175
46035,Catholic Regional College,ST ALBANS,3021
46038,St Augustine's Primary School,KEILOR,3036
46040,St Thomas the Apostle School,GREENSBOROUGH,3088
46041,St Luke's School,WANTIRNA,3152
46043,"Catholic College, Wodonga",WODONGA,3690
46044,Caroline Chisholm Catholic College - St John's Campus,BRAYBROOK,3019
46046,St Thomas More School,ALFREDTON,3350
46047,St Mary's Primary School,MOUNT EVELYN,3796
46049,St Gabriel's Primary School,TRARALGON WEST,3844
46052,St Francis of Assisi Primary School,MILL PARK,3082
46055,St Paul Apostle South School,ENDEAVOUR HILLS,3802
46058,St Francis' School,NATHALIA,3638
46061,Queen of Peace Parish Primary School,ALTONA MEADOWS,3028
46063,Our Lady Star of the Sea Primary School,OCEAN GROVE,3226
46064,"Catholic Regional College, Keilor North",KEILOR NORTH,3036
46066,St Catherine's School,LALOR WEST,3075
46067,St Anthony's Primary School,LARA,3212
46069,St Charles Borromeo Primary School,TEMPLESTOWE,3106
46070,St Mary MacKillop Primary School,KEILOR DOWNS,3038
46072,St Paul's Primary School,MONBULK,3793
46075,St Richard's School,KILSYTH,3137
46078,Corpus Christi Primary School,WERRIBEE,3030
46081,Mary MacKillop Catholic Regional College,LEONGATHA,3953
46083,Holy Trinity Primary School,ELTHAM NORTH,3095
46084,St Carlo Borromeo School,GREENVALE,3059
46086,St Kevin's Primary School,HAMPTON PARK,3976
46087,St Peter's College,CRANBOURNE,3977
46089,St Ita's Catholic Primary School,DROUIN,3818
46090,Lumen Christi Primary School,DELACOMBE,3356
46092,Galilee Regional Catholic Primary School,SOUTH MELBOURNE,3205
46095,Bethany Primary School,WERRIBEE NORTH,3030
46098,Good Samaritan Catholic Primary School,ROXBURGH PARK,3064
46101,Emmaus Catholic Primary School,SYDENHAM,3037
46103,St Thomas' Primary School,DRYSDALE,3222
46104,Clairvaux Catholic School,BELMONT,3216
46106,Lumen Christi Catholic Primary School Point Cook,POINT COOK,3030
46107,Trinity Catholic Primary School,NARRE WARREN,3805
46110,Lavalla Catholic College - St Paul's Campus,TRARALGON,3844
46111,Lavalla Catholic College - Presentation Campus,NEWBOROUGH,3825
46113,Antonine College - Cedar Campus,COBURG,3058
46116,Frayne College,BARANDUDA,3691
46119,Trinity Catholic School,RICHMOND NORTH,3121
46122,Emmaus Catholic Primary School,MOUNT CLEAR,3350
46124,Mother Teresa Catholic Primary School,MOUNT RIDLEY,3064
46125,Our Lady of the Southern Cross Catholic Primary School,WYNDHAM VALE,3024
46127,St Joseph's Catholic Primary School,MERNDA,3754
46128,Borinya Wangaratta Community Partnership,WANGARATTA,3676
46130,St Francis De Sales Catholic Primary School,LYNBROOK,3975
46131,St Lawrence School,DERRIMUT,3030
46133,Glen Waverley Campus,GLEN WAVERLEY,3150
46136,Korowa Anglican Girls' School,GLEN IRIS,3146
46139,Caulfield Grammar School,ST KILDA EAST,3183
46142,Highview Christian Community College,MARYBOROUGH,3465
46145,Melbourne Grammar School - Wadhurst Campus,MELBOURNE,3004
46147,Primary Campus,BALLARAT,3350
46148,Christ Church Grammar School,SOUTH YARRA,3141
46150,Lauriston Girls' School,ARMADALE,3143
46151,Howqua Campus,JAMIESON,3723
46157,Melbourne Girls' Grammar School - an Anglican School,SOUTH YARRA,3141
46158,Morris Hall,SOUTH YARRA,3141
46160,Preparatory School,NEWTOWN,3220
46163,St Michael's Grammar School,ST KILDA,3182
46166,Ballarat Grammar,WENDOUREE,3355
46169,Westbourne Grammar School,NEWPORT,3015
46171,Mernda Campus,MERNDA,3754
46172,Scotch College,HAWTHORN,3122
46174,Melbourne Grammar School - Grimwade House,CAULFIELD,3161
46175,Tintern Schools,RINGWOOD EAST,3135
46177,Toorak College,MOUNT ELIZA,3930
46178,St Catherine's School,TOORAK,3142
46180,Penleigh & Essendon Grammar School,KEILOR EAST,3033
46183,Shelford Girls' Grammar,CAULFIELD,3162
46186,Carey Baptist Grammar School,KEW,3101
46189,Haileybury College,KEYSBOROUGH,3173
46191,Haileybury College - Berwick Campus,BERWICK,3806
46192,Strathcona Baptist Girls' Grammar School,CANTERBURY,3126
46194,Mellor House - Strathcona Junior School,CANTERBURY,3126
46195,Mentone Girls' Grammar School,MENTONE,3194
46197,Junior School,SALE,3850
46198,Bairnsdale Campus,WY YUNG,3875
46200,Brighton Grammar School,BRIGHTON,3186
46203,St Margaret's School,BERWICK,3806
46206,Preshil - The Margaret Lyttle Memorial School,KEW,3101
46209,Mount Scopus Memorial College (Gandel-Besen House),ST KILDA EAST,3183
46211,Nunawading Christian College - Primary,NUNAWADING,3131
